Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72,series-73,series-74,series-75,series-76,series-77,series-78,series-79,series-80,series-81,series-82,series-83,series-84,series-85,series-86,series-87,series-88,series-89,series-90
2017-02-15,1792891,1517471,1661303,1538928,1489487,1778524,1684993,1474325,3583468,1365010,1370767,938196,831000,1380585,791678,744786,4162203,674527,763047,856325,680220,393931,464502,392003,1934320,656898,348072,352945,467386,367767,443288,4665541,425131,456031,868671,470417,425286,413800,443017,414622,88385,54811,60491,46676,181090,193353,37783,47727,37137,34911,499941,753889,571689,781801,539686,477237,504239,511262,527729,1572148,660360,722447,709332,977858,715776,650723,1190242,700485,1100294,544833,317664,281833,287393,250314,421931,240940,360377,264418,217905,246218,15542,43246,8644,9991,21991,14871,14047,16425,12368,15610
2017-02-16,1774464,1416508,1693786,1704940,1868528,1732867,1741891,1405855,2736316,1477077,1220840,937933,842388,1286807,835618,767746,3769163,694035,765623,872248,630598,401062,489233,410834,1903359,602636,394464,365007,412330,367168,446187,4794236,424455,437846,842526,433490,358381,421692,466485,379683,81668,52409,56607,43199,185755,190321,36479,55076,35724,392062,478732,709597,576634,620193,519944,466537,485828,521592,530688,1472817,618320,672976,650050,880663,742353,850694,1158545,654688,823878,621106,305939,293362,288114,357628,417085,244830,346109,282980,223658,280928,16885,31512,7892,9560,15740,13943,13911,18526,7708,14418
2017-02-17,1677295,1460456,1616900,1483388,1292915,1760580,1670961,1422203,2243623,1445524,1278104,797724,757266,1078908,735770,639698,3819847,610829,657496,775061,597896,447058,416718,435783,1904084,630077,344676,351410,396275,349822,460454,4833518,424565,406381,804594,468264,358354,466840,507345,397588,83802,64306,78390,46465,193940,185738,45894,62560,36799,111043,521298,693624,614545,555516,520898,482240,518264,556999,610360,1475617,736386,763483,907145,1012893,794128,834416,1209880,800379,937749,594048,324685,288299,286317,400228,406294,230601,318193,248989,225832,255206,14961,32969,8390,10078,16314,14732,26585,19514,10357,14687
2017-02-18,1735287,1535810,1646300,1613534,1352674,1927318,1758815,1665391,2237670,1500145,1099231,666640,620223,858022,620330,516741,3686829,538682,568032,729335,642070,402663,461294,414518,1844179,674843,405260,366433,413810,395460,611859,5103113,565288,415088,729771,466780,408572,400782,561304,431022,86321,48508,64744,47459,153218,172224,38361,49442,43765,34079,527536,836600,666438,589498,559791,526782,561409,613018,595740,1457803,1138532,797328,794229,1218542,872588,842826,1690505,832900,801986,752561,358742,315038,308199,278707,471241,258510,348400,256292,263181,314863,13804,29469,10343,8252,19630,11957,11804,17780,7803,12535
2017-02-19,1876607,1603407,1982896,1724505,1447504,2141970,1895611,1695859,2850059,1760135,929837,794808,733037,1018251,741621,612194,3364815,622493,643517,743432,759973,427500,493973,440610,1999432,680827,448175,377207,451797,408424,710525,5706926,717345,551940,871210,500245,490684,534361,611428,503775,80958,47405,86944,44552,162297,179404,37539,50488,38396,29984,550210,708389,756871,685717,606216,580448,588942,603450,578234,1462358,760788,812280,822210,1031299,1075889,791475,1515634,908934,776277,807429,356867,349030,339508,288353,481185,295561,371535,281512,298883,289118,13459,25550,8404,8122,15983,12281,11443,17067,7861,13150
2017-02-20,2116549,1545773,2168869,1644549,1503286,2382763,1866584,1622803,2426418,1709758,1250707,923603,922461,1293611,858524,711526,3920162,700508,775857,894554,679301,413199,589350,405594,2000944,625793,428625,604011,451736,473979,519444,5549286,488885,495146,940510,512985,389990,450304,569124,519230,84516,60967,86013,57145,182743,206153,37971,50455,40589,57518,526043,583679,616602,582244,541194,496368,491463,547839,520761,1951277,690086,624739,689507,798491,780302,983666,1340611,810221,647148,695374,298929,303838,296789,258065,444637,240890,302393,235603,234857,283288,15845,28533,8717,9844,15927,15088,13263,20069,9331,14925
2017-02-21,1853492,1440507,1735922,1481748,1598258,1887096,1662800,2340846,2270859,1489681,1610623,932892,937866,1341647,852617,785911,4458383,731994,821545,944199,552303,395438,467456,354804,2002164,557059,413359,424160,435215,403761,465747,5144008,432490,429796,909585,471367,390678,429120,544171,436370,81445,55669,64896,45712,185436,181968,108013,46713,40284,32006,555636,535957,595062,488562,529559,485863,477734,477663,491936,1436649,627537,555814,611258,733270,762178,846205,1179255,661645,610397,697927,311246,294024,286143,254602,423926,230059,306973,230420,228122,273292,15788,28645,9010,10387,15484,14292,13595,21762,8515,15665
2017-02-22,1876968,1473510,1534411,1398057,1368418,1810641,1567283,1983223,3684345,1497245,1165867,986271,872949,1511637,832946,726975,3779106,707346,808876,861983,684254,414554,450664,366509,1870520,573170,384358,395617,509819,412444,497416,5144192,406231,453298,953456,429351,378257,455949,779748,418318,83163,56355,59044,51907,198004,192221,38572,59621,43735,30232,468759,504100,618224,456114,504368,443198,466129,482318,554873,1395306,637852,688676,923782,807651,704807,795092,1215602,655804,681909,673068,316874,294336,286855,253200,439533,226185,269737,236461,228105,260128,18345,53802,9649,9678,17968,15608,14059,18594,20396,14836
2017-02-23,1849836,1383429,1430273,1327302,1249694,1916996,1544380,1733226,2418829,1500325,1071793,838052,770437,1310193,782601,673500,3575814,638064,722662,1027865,688921,460255,468889,393695,1973745,560786,406764,359847,464077,396345,618670,5115077,523822,397642,833073,421598,367344,463698,490508,444930,78338,54821,56635,47894,205101,180379,44227,46036,39526,31100,554236,565761,792328,561526,566493,494871,514953,542215,761034,1423691,792553,572010,1382869,705001,606782,816618,1243873,850148,796767,663050,325060,325197,276703,307875,419642,213327,263203,258046,213771,246757,14972,28830,8724,11188,16018,14873,14984,20294,9741,15532
2017-02-24,1926042,1528370,1541746,1384543,1200346,1791062,1621453,1720730,2942979,1450343,945154,663123,663266,1116293,621215,526525,3547177,538061,568854,955497,659379,427798,482042,383128,1911190,556106,419949,373971,456572,414265,457318,5125857,474641,392306,810753,421226,358506,429062,497795,435044,76117,74507,61861,48955,206703,174477,37414,49143,44997,30073,521548,576477,650689,517558,584723,584521,546966,535784,777310,1505023,897461,619914,655733,1001651,703100,773947,1417403,745626,643638,680385,313236,308120,293192,257665,422387,219783,283244,292429,211242,261477,15118,30808,7921,9520,15031,13606,12952,17734,8476,13747
2017-02-25,2020796,1451520,1934115,1470788,1437943,2061668,1738134,1538305,2495824,1946356,793223,554218,568886,902921,540826,459511,3351568,472824,500871,719933,677558,590321,470060,458881,1944706,531103,468783,387437,463281,411194,492144,5019889,404417,400501,694254,422350,408119,396418,516278,456597,78941,51847,59357,55321,156127,164765,38619,66443,38360,28882,541672,572893,680016,514771,562843,650380,574120,601610,669138,1469821,714472,668878,772120,851245,1107977,738164,1314024,771790,834717,665241,389142,361324,338762,275600,485670,279545,380561,283495,273422,336632,14511,28716,6995,7147,13119,11134,12633,15565,6959,11672
2017-02-26,4943953,1640861,1721117,1845664,1632838,2215242,2043121,1642108,2692516,2014820,838179,662994,632933,997168,631768,588807,3397836,558280,675343,725357,701072,494478,615306,487380,2156684,697299,554075,423505,471100,504764,528711,5833804,471406,440580,846268,519324,474182,534372,756754,552181,88787,47467,65975,47659,174157,171671,37092,45367,41219,29117,623228,656128,759535,539493,579990,877714,561636,575573,762748,1585684,699528,713437,766415,1158238,1170200,811091,1408036,797504,791708,971134,359726,350793,347569,277433,501751,304322,328245,287614,277061,294927,12369,32563,9402,9700,16223,13154,12429,23573,10282,12366
2017-02-27,4666421,3031073,1816690,2355746,2504133,2847948,2644700,2232216,3611641,4647255,925324,832852,816147,1450529,738815,871773,3483124,1014197,880177,1167644,665120,454328,601764,510726,2244811,644344,483459,388197,452452,456610,1065365,5434903,479740,432946,1208965,518742,474938,645651,950247,1084875,84487,49778,59734,46954,192311,186924,36574,44090,39283,30146,559821,764152,799078,535041,590934,516632,683226,776659,603479,1469229,665987,676627,629979,792517,795712,774407,1169862,631136,709537,733821,392996,350623,347290,304496,534723,298049,417130,288866,376399,381037,14128,31978,7810,9888,15768,12959,13317,26885,8530,13703
2017-02-28,2353973,1872160,1540881,1619622,1623579,2032151,2028583,1587655,2652942,1802930,856379,817840,848533,1378276,729994,709780,3195694,754317,796875,841935,607058,405525,438598,448028,1953860,608682,425032,359253,388865,462333,975273,5273520,483947,385668,962378,485331,413918,507834,570607,476009,117534,68111,60244,48204,246888,196369,37628,55815,48690,31841,564270,601063,663376,502421,523129,444307,698498,621872,559134,1437497,587210,522937,559628,623609,644589,691823,1141332,729927,827212,558345,381055,319055,336059,306528,493587,264847,390583,284684,324494,321223,15706,37710,8539,8970,16661,13828,13944,19918,8058,14248
2017-03-01,2010724,1634441,1745058,1777756,1391748,1849345,1859246,1658391,2477771,1478057,976419,844236,792790,1316719,732678,684601,3156978,705642,867604,857350,604564,429762,444741,376958,1912979,592228,379474,352092,390101,405304,804332,4958797,432355,421207,903154,457211,409721,451184,517277,405831,79485,52329,58879,47873,195452,182952,37616,58944,37875,30477,514653,769765,609283,512614,528432,437257,656548,538459,525075,1534457,589004,538552,538144,671030,627154,789804,1135990,605223,656488,546886,318114,274718,289623,240438,446852,235562,281507,235610,253642,295545,14184,37383,7513,8363,15439,12757,13318,22443,7443,13489
2017-03-02,1895799,1480107,1506422,1457745,1436495,1760505,1694575,1677656,2685279,1469326,1343429,866599,855046,1301465,732811,682747,3896070,687229,780784,845434,560698,396343,430138,335540,1886084,585652,344358,322125,385117,429598,449695,4624172,385386,392397,868610,424706,341739,417826,484968,358392,75881,48651,59082,45254,218857,188104,37959,49067,36523,28793,521141,783708,656533,497751,565322,434811,729669,538989,547304,1377248,632588,572839,640609,603001,766985,752296,1182782,601060,658233,627556,331755,277064,297890,240768,453638,234615,247896,238911,257354,291006,18268,36875,9385,11471,16238,13047,13204,19522,8314,13778
2017-03-03,1873277,1407292,1326431,1423810,1393120,1768677,1640695,1815662,3110850,1320113,826670,773199,650211,1110002,646729,589208,2939928,615811,632454,687155,630029,373928,409529,333244,1871267,614244,349512,375969,369929,431315,413702,4476061,353913,367145,801366,405651,321215,380909,439211,340105,77291,44292,54848,41860,206733,180545,33634,44916,34824,46313,466262,703323,632487,470490,521930,451916,636206,538848,588345,1310151,624448,661363,605350,648911,769812,860152,1164585,837415,713277,533803,304059,309138,282356,223859,422747,219934,245923,236598,236981,259871,12793,25684,6933,9128,14298,12282,11643,17624,7987,12752
2017-03-04,1945704,1415570,1382002,1469218,1338315,1923859,1780501,1947959,2660542,1406031,765344,627971,570399,886821,564755,501886,2788458,576926,547207,611008,613580,408440,456295,375848,1822021,598327,381568,415635,396481,447136,480872,5156190,374665,398395,709638,408869,336241,412985,483854,347048,74017,41059,53054,40710,185350,169149,33565,43515,38206,27393,569884,643571,689457,477025,571653,482405,546654,613871,620758,1396959,638435,587132,644508,607569,758149,796464,1081797,677346,679641,646931,310210,335751,317784,259127,471245,249378,286791,264429,294098,317052,12533,28362,7192,6803,14881,11161,10150,15818,8196,11320
2017-03-05,2228550,1588369,1601325,1668383,1442632,2544837,1874993,2210615,2412964,1609007,842101,746946,679881,1037325,658805,583914,2854086,642303,625115,695107,642242,442455,512673,406370,2169063,690422,413873,455312,474064,464515,482408,5354630,427226,479236,873094,510609,409489,484128,580688,428441,75979,44410,54579,43200,215803,173558,34067,47256,40674,27042,524124,651496,774003,519388,580187,487891,558476,659284,563212,1508680,683412,752850,666744,704326,763913,846941,1117013,733598,797247,833352,328054,343934,338964,267947,506801,274601,304405,292985,308535,287648,11275,33919,6521,6873,12393,10957,9775,15332,7269,11167
2017-03-06,2043961,1533260,1444785,1484384,1316665,2801682,1726840,1874070,2017839,1461761,807687,919922,721836,1250434,726323,647135,2975784,705012,706392,731798,608932,403371,489692,364955,1894868,599893,378710,379684,377040,449922,484613,4939912,436154,455233,982579,494554,351400,437645,500102,383889,75404,45661,55113,43271,232643,226195,35912,50139,41803,28673,470377,619221,815343,505786,555412,421504,639349,523478,496846,1477798,623745,607996,663502,732120,706022,728242,1205478,656957,609799,633203,292226,288579,290127,250961,445547,235939,243989,250133,237898,292426,14863,44770,8977,8991,16381,14219,13120,19988,8423,13992
2017-03-07,1758478,1565611,1316665,1341552,1303798,1719805,1755120,1628844,1984565,1265397,874863,1189833,784612,1365057,781024,699463,3311233,719456,750017,786226,592143,421763,403587,347913,1876059,586678,455187,354412,374320,423233,432896,5035569,394830,373123,904214,516766,319510,446844,448318,376477,75423,45774,53713,42509,209179,190301,35132,49398,37950,27991,518726,565727,664726,536647,640897,390098,780640,473483,477892,1307827,588577,573150,560386,631799,609709,700796,1084833,584274,609183,574235,285821,277904,295039,257971,416204,267826,224149,253774,219465,347561,14347,34254,10002,10288,16952,14208,12892,17428,10070,18915
2017-03-08,1786254,1610803,1314218,1334519,1256359,1637169,1696775,1560312,2263272,1213950,977727,1791945,897662,1359399,774410,749307,3348204,693988,727466,767018,588346,425676,399207,337509,1930577,606289,387250,436686,375211,399362,412547,4854724,411970,385232,900911,467700,345040,640967,454038,394912,79363,46257,54770,43745,270626,180586,37180,47645,39029,29310,551124,540993,690428,607203,878407,436197,602615,625629,585346,1372749,576188,490846,688558,589899,610415,669262,1107787,524575,564718,563864,287529,281213,303287,249275,401648,232951,223430,252252,213313,399780,14650,38884,9539,9664,17438,14948,13471,19444,9279,18247
2017-03-09,1764635,1389457,1222684,1363354,1215604,1611579,1540820,1405131,1873462,1252015,1084805,1132788,835779,1329960,780976,696378,3160399,673584,727634,768987,605945,388826,413610,315686,1804054,678280,349918,354912,347848,358873,427939,4952516,394858,363316,1052524,443242,321501,416460,458274,394617,76744,46072,50305,40941,277460,182821,38122,46321,36677,28654,470047,551095,652760,523303,569140,431385,516498,539373,601848,1397404,692538,521137,550459,557948,670906,671014,1061003,613213,636616,541459,281662,283931,292524,239162,385583,223563,211504,230286,197439,344924,18092,33803,9568,9881,16996,15285,14911,16891,9086,17161
2017-03-10,1709081,1296756,1238263,1320075,1137816,1673216,1462973,1345267,1692810,1254782,853682,791970,673505,1118979,654270,583741,2933369,593035,649103,663141,564810,332052,348279,279918,1898718,583359,296469,309911,328945,336212,368438,4534815,344713,339718,843398,420029,338934,381630,419637,425126,76668,42415,50096,39423,280269,169221,34045,43543,33950,27279,460286,535258,618727,479196,549933,426976,499228,512486,522068,1384549,598723,536709,520002,602624,635610,695097,1089729,593183,600703,518526,277430,303726,301079,260362,390840,238076,228058,243056,197991,281949,13657,29673,8345,9232,15846,13770,14192,19151,9338,15093
2017-03-11,1906450,1304005,1326894,1322865,1206496,1685883,1751488,1414661,1716617,1295398,800952,748955,613373,887748,568785,496683,2748170,515136,587133,589220,595286,365535,364748,305918,1971248,569124,332110,337091,337641,401076,365786,4770319,338950,345124,664763,474533,357057,418245,388599,362859,75196,40918,49258,38833,285295,180349,32985,45661,33900,25860,516202,550800,632623,552826,582299,437480,570537,620989,569575,1324490,612650,604208,648562,709315,675742,825711,1060959,666978,738072,596341,309040,332609,329633,277234,439664,289756,286010,262635,242610,297427,9971,23071,6590,7013,12934,11114,10277,15615,6517,13099
2017-03-12,2280922,1478376,1477377,1537156,1399301,1858454,1719875,1589269,1972607,1461622,716920,1011604,676393,1102231,697865,603542,3237230,659496,673575,698796,661065,433905,469290,392607,2302432,682133,413473,399911,421556,459126,435041,5360890,375915,435186,779791,472312,376800,450204,500411,444332,88270,44148,56746,63437,274503,186607,36659,49927,40882,27336,511398,598553,674447,515098,572015,463712,609550,603493,706001,1456148,687266,750229,666016,680417,700647,737505,1148145,591364,692128,749549,321253,347983,371077,309008,481505,289795,323037,267916,269548,306755,11775,25140,6142,6716,12251,11056,10213,16452,6745,14323
2017-03-13,2034675,1422047,1344276,1386476,1802186,1732469,1503753,1408228,1728704,1362683,775867,978088,762995,1318248,758515,686108,3277599,698753,824099,796122,586699,394731,383235,337392,1918925,620593,330799,348647,381491,393909,397365,4747487,369303,412581,888614,512991,343336,401688,839381,383710,78132,43998,51979,39647,247954,203403,34922,42331,36389,27660,461792,526438,618444,470385,562026,459743,519096,517755,557025,1389191,605125,535989,559245,742043,617222,655132,1150402,542130,573680,576489,288741,290220,302873,246935,425322,258109,241960,239653,214761,312835,13967,32799,8157,8763,15579,13777,12779,20716,8686,15327
2017-03-14,1825486,1495910,1256352,1320301,1312600,1749691,1474372,1391311,1817547,1286491,881984,1043386,821503,1431639,814649,714228,3167342,766010,809065,903264,593583,379648,369086,333674,1830998,593095,369537,331578,349789,359645,414020,5023862,345840,371425,860541,432770,355058,375946,464337,394209,76451,47321,54809,42634,266043,179087,36078,49130,36277,29305,433761,543813,589737,453660,535734,422746,491581,489770,521519,1324634,592619,493326,555249,944836,559123,602640,1056457,564150,671785,554227,297582,278474,275950,226154,397634,238753,224982,223988,201939,308944,17611,33689,8976,9082,17854,14028,12973,17456,9417,14268
2017-03-15,1741294,1544467,1186779,1229489,1182548,1641417,1316567,1344823,1513380,1212777,960928,1005668,831976,1466264,793731,734598,3149730,719820,795461,838095,566526,373449,393032,315949,1906852,561970,312162,369817,373669,333617,372106,4791760,347184,367624,860731,409931,321153,403907,434717,421000,72523,72076,50798,39582,203673,180575,34138,53015,35506,28087,425844,614486,571408,452201,536273,407911,491068,487952,516429,1346918,594157,505845,592767,781673,563744,626030,993801,652481,617055,500773,312919,271482,269408,227861,384905,237787,216468,226158,191251,280063,19495,46390,14841,8975,19129,13952,18499,31979,10028,14831
2017-03-16,1579381,1366229,1172702,1204785,1208140,1522791,1227888,1268642,1398504,1285346,977255,924027,775615,1354512,749849,686969,3271632,665204,725160,827089,558400,355544,375483,323972,1790383,546655,321795,358334,335230,319447,340610,4448382,325040,340033,800055,370735,290542,362223,431673,426726,73321,61900,53682,38955,202916,179525,34067,44840,34521,27195,425326,592354,579484,456447,504220,435175,500971,506162,498169,1387978,570385,479837,538677,654186,544028,688533,970075,529587,574471,492674,300078,289963,264523,235445,380882,234139,214019,224559,188931,273638,16750,37650,11426,9820,18109,15563,17233,30025,11101,15675
2017-03-17,1507877,1399713,1287158,1215494,1194368,1471901,1288106,1209802,1408973,1644093,962604,798174,690237,1131414,622733,681566,3125910,559570,606173,1065110,535246,372416,353258,302982,1870663,547830,311258,400131,356806,316508,350361,4573066,348353,355438,1131999,405369,319931,390183,481425,525775,75213,53173,56530,41270,201658,182539,34296,49390,33392,26818,400805,555224,561543,431700,493249,427825,501380,730903,520693,1274619,643733,506204,533885,610854,583383,802435,921707,532840,582487,519537,270684,298266,261794,225834,364631,236581,214176,227122,190938,259550,15046,35597,8234,9347,15664,14478,13489,29715,7984,14625
2017-03-18,1607909,1260461,1577306,1244860,1259469,1536762,1424604,1282316,1603918,1566221,1070359,676597,577893,875015,520009,498827,3426494,458691,483643,754226,643393,392776,388611,327935,1854556,583353,364590,368631,358674,381476,376615,4970434,358112,388763,751584,432079,355863,416924,441568,483583,83916,50821,60605,40481,184642,167924,33913,48433,35316,27615,434762,557025,598177,485605,508402,441486,959127,572204,530523,1473122,614069,573462,588089,692317,685223,677803,1025964,602919,671480,573980,299835,330119,295074,241856,435500,277773,242004,257223,220166,280452,13464,31425,6913,7316,13476,11741,10946,22176,6463,12274
2017-03-19,1800491,1375998,1860274,1395813,1269042,1749875,1528938,1427415,1571931,1445096,1099994,791765,771308,963913,605550,521569,3520437,545611,539979,735506,627544,427658,426658,349473,1958085,783902,463527,460545,422260,432072,450658,5750881,436139,535975,894837,562273,422617,481982,502872,497535,84599,51914,58893,41746,168221,170723,34989,52506,35716,29565,497348,600396,645380,510851,581041,521730,706321,573657,579910,1699816,667068,675501,679210,819365,744292,725472,1126020,613222,748562,812102,313302,336076,320093,256690,473227,309407,257391,268969,232831,279523,11621,30156,5707,6864,11877,11563,10237,18908,5788,11091
2017-03-20,1639330,1343976,1704293,1323232,1234824,1675038,1385979,1301829,1411886,1268787,1102455,985881,792112,1226878,716181,630824,3535752,718267,675860,826870,625898,419321,387706,320676,1857361,823145,443023,375396,408738,418126,499081,4862705,400400,475371,971412,451823,434229,402144,503235,431838,84345,52089,52677,40968,248604,185248,36291,45440,35831,30244,503439,534522,633771,469918,524422,456391,798480,496758,557478,1618731,604756,782742,636944,738639,744214,803471,1150016,778288,742311,660993,276442,283063,279308,228116,415038,250368,261465,231812,190079,301149,13769,35199,7300,8805,14844,13566,12491,29638,7547,13444
2017-03-21,1604006,1435361,1526794,1287927,1329441,1572176,1250727,1363601,1566090,1208028,928660,971719,782333,1388726,782414,706395,3081540,723289,738091,801119,539404,460520,383180,327927,1901511,730589,475183,338685,382454,378226,475221,5033347,381754,396787,975123,432854,356604,381775,477721,393017,84464,54653,54441,40375,219281,181807,35434,43727,34690,30054,471482,502459,646142,466485,499418,421982,692982,457100,500353,1515009,637518,556740,576949,647982,610469,701553,1061053,620312,647809,595118,275827,278822,283246,238566,392128,227935,212432,222169,185110,317788,15350,33740,7350,8950,14984,13641,12949,20907,7923,13821
2017-03-22,1479934,1482504,1418904,1232179,1195463,1600623,1243462,1317775,1307880,1185253,990889,966103,787134,1496454,808587,701250,3143580,703620,767001,868833,581525,454375,393626,363215,1783244,634760,389768,325400,378920,352628,536285,4574716,356916,375545,958374,429357,383283,407796,494508,379947,82073,57800,54854,39493,268940,181418,35294,42402,33418,27953,420711,491484,545596,435149,473529,394249,611701,459277,531590,1417936,598042,572861,630583,570044,660354,685859,1012821,539786,604468,550342,273611,272462,272921,238674,382679,216147,211047,233970,184454,347045,16035,47679,9605,9618,16905,14796,13460,24543,9257,14766
2017-03-23,1447242,1370314,1300445,1170461,1078255,1611668,1223843,1252111,1226138,1248226,1016475,916786,753803,1378450,774808,670910,3245279,677124,731289,782354,605436,346613,397699,324935,1484189,605395,351938,326679,350966,320548,486234,3468152,343374,333637,855265,415035,351517,389868,405105,357484,77917,48495,53581,39541,264272,177346,34114,45061,34754,28769,404698,542327,493845,767926,442149,390719,561199,453721,448552,1248979,660739,497854,548652,549240,638729,634141,869235,491162,537572,599250,269787,284837,277635,238754,395812,212079,226759,231077,179501,236952,13934,31193,7728,8695,15593,13365,12850,28147,8819,13689
2017-03-24,1435661,1282759,1264495,1139870,1101520,1882379,1180982,1192428,1198257,1208511,877556,784060,654890,1159146,674547,588219,2989251,637580,632491,659093,563487,317404,359781,306394,1404537,569337,340122,303862,365912,315429,378582,3020444,347212,318389,782139,372475,343615,384776,406573,342193,75305,44009,53665,39956,191214,176580,34027,54723,35108,29423,393326,558182,491254,590772,447067,410440,456904,453266,511351,1324316,531406,454706,537561,522600,569073,554049,796359,542819,573281,682902,259252,302971,271354,222401,394197,213203,211590,215832,181482,224183,13797,30036,7243,8311,14446,12663,12388,22206,7481,12996
2017-03-25,1500912,1381363,1275086,1217637,1138425,1829258,1274462,1229519,1291294,1207310,803116,679130,604315,926227,591295,499351,2917512,562406,530269,595880,584771,351961,384475,355986,1411744,558430,370381,347253,464680,367264,380420,2603587,315316,334901,667956,366967,434029,319544,460831,361627,76278,40339,55698,37072,161511,168287,33363,43002,34953,27809,440617,626127,512914,553564,451299,419512,467304,501669,480694,1360312,611427,548069,607814,855804,610918,619636,823705,589353,719039,609642,293302,345963,321707,247066,445949,271641,253668,249460,221800,261178,9549,28218,5215,6062,11374,9487,9644,18141,5035,10334
2017-03-26,1731107,1543368,1426875,1328921,1205490,1906678,1488779,1339615,1453663,1371957,789603,785094,687805,1111085,673906,627647,3032728,613309,644288,695204,619233,379184,411613,358557,1453796,584196,393222,352812,425048,419381,489466,2990559,615021,419616,874542,417397,581211,402134,519959,433121,75582,41376,52376,38175,176971,174732,33673,53612,34323,28019,478056,633719,563893,514607,573616,444186,479423,486157,502465,1325178,642092,785945,739477,897634,794198,700186,912565,590710,820976,873681,326432,355682,364475,247445,483352,395344,264345,260458,223066,268364,11366,25599,6046,6219,11600,10199,9960,16709,5638,10558
2017-03-27,1626349,1439990,1338766,1220819,1185356,1689655,1378625,1303578,1344292,1217717,785947,855133,785764,1363963,772675,734878,2871148,684027,749080,811588,539825,371827,398211,328224,1458631,617818,362615,330118,472706,355286,484285,3023858,412874,373158,867138,415024,417308,404231,462239,387801,78516,46166,53782,56694,200442,182732,36847,43193,34006,35454,406652,582625,500279,536318,571852,401215,498262,454121,491051,1374045,587177,573870,563248,593839,604871,629168,891981,544541,634577,599478,265902,275321,291122,211018,420135,254170,213029,219572,183721,276302,14694,32083,8533,9310,15678,13528,12957,25275,8707,14043
2017-03-28,1493164,1538266,1295332,1164650,1187208,1619302,1296377,1279783,1307175,1149616,1007108,877202,839293,1479483,828693,765774,2909485,751092,789608,791886,578370,366526,378335,355163,1426238,612424,353805,319537,435404,341689,425861,2956360,409432,335440,817687,395173,376758,382389,399572,358597,68991,46685,53081,39652,265312,180025,34985,49201,34558,29459,395679,548016,482266,478456,489029,401830,554617,440208,445439,1278585,501862,482923,550410,492364,540619,707434,834810,493568,564313,641471,279622,271905,274783,209575,402007,221892,210127,221162,180198,221082,14607,31773,7535,8831,14611,13543,12998,25041,7394,13566
2017-03-29,1449077,1581845,1238577,1249387,1126378,1690651,1288092,1229367,1244477,1127143,1198972,892162,800305,1616331,836495,759222,3039695,764216,917556,905275,570606,362624,378222,302429,1404372,598318,332875,295441,420928,331783,367891,2898290,355254,398986,818652,423106,322849,361499,417726,343585,68876,49361,52052,39066,189302,176201,35135,49510,37143,29247,399266,523573,494126,506869,458927,422934,489612,427716,456355,1252393,507051,461903,581994,526690,581175,630752,843380,472383,628833,566534,262928,258008,262437,208822,407431,211088,203671,229728,175925,276287,13814,36539,8461,8875,15994,13052,12243,29419,7108,13875
2017-03-30,1449555,1421657,1190555,1157324,1045539,1513394,1203363,1160921,1215642,1183822,1122314,861628,744126,1512384,780612,672896,2839982,665123,747654,779974,591382,298611,343239,295854,1373470,594823,307787,268328,345948,300424,374745,2796796,336885,367511,800598,383005,309277,363691,374742,357242,69963,46970,52433,37448,195381,175207,35048,43600,36879,28719,400153,518582,507982,493703,459407,431765,464848,435483,439378,1289598,715998,470947,590843,583202,541266,693099,883812,535134,662282,585630,257379,257363,264589,208576,394603,213347,213164,229002,172925,211562,14630,43424,9165,9072,16222,12769,13065,33639,7561,14230
2017-03-31,1414535,1353067,1204388,1127734,1030270,1436351,1162455,1197095,1276172,1108534,839105,677561,593084,1201411,656687,535623,2635482,540375,604004,646917,531124,315176,343308,285169,1370135,532518,307871,254084,335694,281782,336963,2617608,325914,301043,713857,366647,288507,351871,412861,292247,66125,44754,53867,37276,258531,166444,34462,43671,35141,29655,403393,597507,528516,431070,451076,405662,431567,472617,520415,1220979,652192,552644,614903,575502,599455,654233,957537,590706,827610,642756,259353,288023,285756,220953,400777,215193,221640,224970,175376,251236,13456,39034,7715,8681,14607,12490,12979,25735,8510,13323
2017-04-01,1446972,1363311,1258335,1089836,1369756,1480253,1246328,1268072,1225217,1104407,795296,587749,508597,983125,618412,448514,2478170,472596,501807,911636,522545,657399,385072,313528,1351270,571290,349016,291350,350418,332321,376809,2684800,299614,324926,596621,330327,314220,340206,683537,293639,100142,40996,53055,36437,246026,158985,33769,46432,34754,28900,417673,760412,571284,445747,434931,412970,442677,491764,816789,1304368,574284,528947,581124,590453,1029116,641104,1050554,635016,784210,583802,267763,321295,299660,242674,440719,222047,251126,236155,191617,903798,13104,34791,8545,8459,14636,11784,11813,21833,8259,13012
